"Q2_1","Q3_1","Q4_1","Q5_1","Q6_1","Q7_1","detact","age","education","gender","gender_7_TEXT","Q88","race","race_6_TEXT","politicalaffiliation","comments","Score","PROLIFIC_PID","att1","att2","att3","con1","con2","con3","attitude_score","attitude","Condition","video","belief_pre","belief_post","belief_change","attitude_direction","change_direction","change_in_opposite","video_direction","change_align_video","Video_choice","video_type"
19,100,41,-1,18,19,"No","55","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Slightly Conservative",NA,3,"5977466b68264c0001c49088","19","100","41","-1","18","19",124,"Pro","none","pro",20.67,20.67,0,1,0,0,1,0,0,"Pro_Real"
-15,-15,-20,26,40,41,"No","48","High school graduate (high school diploma or equivalent including GED)","Male",NA,"No","White",NA,"Slightly Conservative",NA,3,"665760f2c8835dc947088d71","-35","-37","-54","26","45","41",-238,"Anti","none","pro",-39.67,-26.17,13.5,-1,1,13.5,1,13.5,1,"Pro_Fake_none"
100,100,80,10,10,37,"Yes","64","Some college but no degree","Male",NA,"No","White",NA,"Liberal","No matter how much any one government becomes involved, the entire world needs to get on board with how to proceed with this powerful tech. ",3,"671dbdc5832887cd06ced6be","100","100","100","39","-100","37",324,"Pro","none","pro",54,37.17,-16.83,1,-1,16.83,1,-16.83,0,"Pro_Real"
-17,-15,42,-26,-23,-29,"Yes","47","Some college but no degree","Male",NA,"Yes","White",NA,"Conservative",NA,1,"679327e8a39b3fcc97d882bf","90","52","42","30","41","10",103,"Pro","none","anti",17.17,14.67,-2.5,1,-1,2.5,-1,2.5,1,"Anti_Fake_none"
-34,100,24,-75,2,-45,"No","57","Master's degree","Male",NA,"No","White",NA,"Conservative",NA,2,"5c07046396378a000119561f","-34","100","29","-72","2","-45",210,"Pro","none","anti",35,34.67,-0.329999999999998,1,-1,0.329999999999998,-1,0.329999999999998,1,"Anti_Fake_none"
76,100,76,33,-86,41,"No","44","Bachelor's degree in college (4-year)","Male",NA,"No","Other:","White & Southeast Asian","Moderate, Middle of Road",NA,3,"676dfc9609a9d89b22d4c9ad","54","74","76","24","-83","21",242,"Pro","label","pro",40.33,44,3.67,1,1,-3.67,1,3.67,0,"Pro_Real"
90,86,75,-50,-56,-55,"No","37","Some college but no degree","Male",NA,"No","American Indian or Alaska Native",NA,"Liberal",NA,3,"63d18647419ae52f5e141607","84","86","25","-16","-25","-25",261,"Pro","label","pro",43.5,68.67,25.17,1,1,-25.17,1,25.17,0,"Pro_Real"
94,95,99,-70,91,79,"No","31","High school graduate (high school diploma or equivalent including GED)","Female",NA,"Yes","Other:","Hispanic ","Liberal","All was great ",2,"6785f0d3adcf1ffc11119d0e","97","94","97","-78","96","77",193,"Pro","label","pro",32.17,31.33,-0.840000000000003,1,-1,0.840000000000003,1,-0.840000000000003,0,"Pro_Real"
100,100,75,-80,100,-100,"No","67","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Extremely Conservative",NA,3,"677d8ca02a50ccdc47145568","100","100","75","-80","100","0",255,"Pro","none","pro",42.5,59.17,16.67,1,1,-16.67,1,16.67,0,"Pro_Real"
-4,-4,-6,-16,30,18,"Yes","35","Some college but no degree","Female",NA,"Yes","White",NA,"Extremely Liberal",NA,2,"6646842e1984a328f7826046","50","40","75","20","20","15",110,"Pro","none","anti",18.33,-7.67,-26,1,-1,26,-1,26,1,"Anti_Fake_none"
72,67,73,70,56,69,"Yes","21","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Conservative",NA,3,"6844abd36d1b96522f3cba62","33","38","40","32","33","45",1,"Pro","label","pro",0.17,2.83,2.66,1,1,-2.66,1,2.66,0,"Pro_Real"
100,100,100,19,8,45,"No","62","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Liberal",NA,2,"67f308952524e8b1d811964c","100","100","100","26","16","57",201,"Pro","label","pro",33.5,38,4.5,1,1,-4.5,1,4.5,0,"Pro_Real"
47,54,15,-39,-14,-19,"Yes","59","Some college but no degree","Female",NA,"No","American Indian or Alaska Native",NA,"Moderate, Middle of Road","I can see artificial intelligence as being very beneficial, helping us in our daily lives, but at the same time, I see how it's stifling human creativity. It's easy for people to become dependent on it, letting AI (imperfect like its creators) do all the thinking for them.",3,"680bdb621ce800f53ed2d691","21","37","15","-39","-14","-19",145,"Pro","none","pro",24.17,31.33,7.16,1,1,-7.16,1,7.16,0,"Pro_Real"
95,100,85,70,75,60,"Yes","21","Some college but no degree","Male",NA,"Yes","White",NA,"Moderate, Middle of Road",NA,3,"631275e35e145fd8341acb9d","80","75","70","-30","-50","-40",345,"Pro","none","pro",57.5,12.5,-45,1,-1,45,1,-45,0,"Pro_Real"
100,-100,-100,100,96,100,"No","55","Doctoral degree","Male",NA,"No","White",NA,"Liberal","great survey",2,"678ecee79bf43da8e7345b14","100","100","-100","1","100","32",-33,"Anti","label","anti",-5.5,-66,-60.5,-1,-1,-60.5,-1,60.5,0,"Anti_Real"
63,37,53,0,-20,-25,"No","58","Some college but no degree","Male",NA,"No","White",NA,"Slightly Conservative","Went well.",3,"673b834c1ca9feb154a86523","42","-9","16","29","-10","-1",31,"Pro","label","pro",5.17,33,27.83,1,1,-27.83,1,27.83,0,"Pro_Real"
40,35,-35,-20,-20,-30,"No","51","Bachelor's degree in college (4-year)","Male",NA,"No","Asian",NA,"Slightly Liberal",NA,3,"6604664cb53a76971c8a1dce","20","25","-40","0","-20","-15",40,"Pro","label","pro",6.67,18.33,11.66,1,1,-11.66,1,11.66,0,"Pro_Real"
18,42,-25,53,82,81,"No","58","Master's degree","Male",NA,"No","White",NA,"Conservative",NA,2,"59ca6d5b46f72100019069c0","21","47","-10","14","72","66",-94,"Anti","none","anti",-15.67,-30.17,-14.5,-1,-1,-14.5,-1,14.5,0,"Anti_Real"
58,51,49,-20,16,-20,"Yes","67","Master's degree","Female",NA,"No","Asian",NA,"Liberal",NA,1,"6648a91c7d29687acc3a07ff","40","26","32","-6","16","11",77,"Pro","none","pro",12.83,30.33,17.5,1,1,-17.5,1,17.5,0,"Pro_Real"
100,100,92,50,-50,-50,"Yes","47","Bachelor's degree in college (4-year)","Male",NA,"Yes","Other:","Chicano","Extremely Liberal","I could tell the video was generated by AI due to mispronunciations of basic words. I guess that is still something AI has not perfected...",1,"653581671571d347299832d7","95","96","86","27","-90","-79",419,"Pro","none","anti",69.83,57,-12.83,1,-1,12.83,-1,12.83,1,"Anti_Fake_none"
-50,-50,-100,100,100,100,"Yes","65","Some college but no degree","Male",NA,"No","Asian",NA,"Slightly Conservative",NA,2,"6734e64b089ce7b4090f69fc","-50","-50","-100","100","100","100",-500,"Anti","label","pro",-83.33,-83.33,0,-1,0,0,1,0,1,"Pro_Fake_label"
100,100,100,100,100,-50,"No","50","Bachelor's degree in college (4-year)","Female",NA,"Yes","White",NA,"Slightly Conservative",NA,3,"65a9315cdf44fe04344cfc4a","80","50","69","-36","70","-50",215,"Pro","label","pro",35.83,25,-10.83,1,-1,10.83,1,-10.83,0,"Pro_Real"
33,37,21,54,25,72,"No","40","Some college but no degree","Male",NA,"Yes","Other:","Guatemalan","Slightly Liberal","was it deepfake??",1,"663101f07e3aa04ccb41fa64","61","50","50","28","27","52",54,"Pro","none","anti",9,-10,-19,1,-1,19,-1,19,1,"Anti_Fake_none"
100,100,100,-78,-93,-100,"No","24","Bachelor's degree in college (4-year)","Female",NA,"No","Asian",NA,"Liberal",NA,2,"66295721ab6c340b405ef8f7","100","100","100","-78","-93","-100",571,"Pro","label","anti",95.17,95.17,0,1,0,0,-1,0,1,"Anti_Fake_label"
100,100,100,-98,-96,100,"No","31","Master's degree","Male",NA,"No","Other:","mixed-Asian-American","Conservative","The video from the professor was helpful even in my day to day life ,I needed to hear that.",1,"66d925cf0e6264c70bba83e4","75","75","75","76","50","59",40,"Pro","label","pro",6.67,65.67,59,1,1,-59,1,59,0,"Pro_Real"
65,35,25,85,60,85,"Yes","56","Bachelor's degree in college (4-year)","Male",NA,"Yes","White",NA,"Slightly Conservative",NA,3,"5de96ccf7aeafe09d7e8a74a","50","25","0","100","75","100",-200,"Anti","none","pro",-33.33,-17.5,15.83,-1,1,15.83,1,15.83,1,"Pro_Fake_none"
82,68,72,-30,36,23,"No","55","Bachelor's degree in college (4-year)","Male",NA,"No","Asian",NA,"Moderate, Middle of Road",NA,2,"6701d16a827143e2c70f172b","82","68","72","-30","36","23",193,"Pro","label","pro",32.17,32.17,0,1,0,0,1,0,0,"Pro_Real"
100,100,100,0,100,100,"No","20","Bachelor's degree in college (4-year)","Male",NA,"Yes","Other:",NA,"Conservative",NA,2,"682a569069f9d4715cddd296","100","100","100","0","100","100",100,"Pro","none","anti",16.67,16.67,0,1,0,0,-1,0,1,"Anti_Fake_none"
91,85,71,-51,-62,-42,"No","55","Bachelor's degree in college (4-year)","Female",NA,"No","Asian",NA,"Conservative","Thank you for letting me participate in this study.",2,"6650ba88f2e4099801ab8357","82","74","60","-41","-52","-35",344,"Pro","label","pro",57.33,67,9.67,1,1,-9.67,1,9.67,0,"Pro_Real"
50,61,2,24,37,45,"No","35","Bachelor's degree in college (4-year)","Female",NA,"No","Asian",NA,"Moderate, Middle of Road",NA,2,"666c44e0af1439ede48b2d93","2","39","2","24","37","45",-63,"Anti","label","anti",-10.5,1.17,11.67,-1,1,11.67,-1,-11.67,0,"Anti_Real"
65,91,100,-46,-77,-70,"No","21","Associate degree in college (2-year)","Female",NA,"Yes","White",NA,"Extremely Liberal",NA,1,"5efbd29efa42a718ebf2dcc6","65","91","100","-46","-77","-70",449,"Pro","none","pro",74.83,74.83,0,1,0,0,1,0,0,"Pro_Real"
36,-50,12,12,8,23,"No","19","Some college but no degree","Male",NA,"Yes","White",NA,"Conservative",NA,1,"67947aa8456c9c07722b10cf","50","-65","22","23","28","30",-74,"Anti","none","anti",-12.33,-7.5,4.83,-1,1,4.83,-1,-4.83,0,"Anti_Real"
100,100,100,-100,-100,-100,"No","35","Some college but no degree","Female",NA,"No","American Indian or Alaska Native",NA,"Extremely Liberal",NA,3,"663a818d051d030662b113e3","90","100","100","-100","-99","-99",588,"Pro","label","pro",98,100,2,1,1,-2,1,2,0,"Pro_Real"
54,52,54,24,53,26,"No","51","Master's degree","Female",NA,"Yes","White",NA,"Conservative",NA,3,"676cf85a261dedbddea3e240","25","15","25","2","25","2",36,"Pro","none","pro",6,9.5,3.5,1,1,-3.5,1,3.5,0,"Pro_Real"
88,-37,81,6,4,4,"No","21","Some college but no degree","Male",NA,"Yes","White",NA,"Moderate, Middle of Road","Thank you",2,"6107c50be2e5dbf6274d4657","100","50","64","45","26","47",96,"Pro","none","pro",16,19.67,3.67,1,1,-3.67,1,3.67,0,"Pro_Real"
59,53,6,-2,41,43,"Yes","57","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Slightly Conservative",NA,3,"682a08b9fc0a5da582859fe1","57","51","2","-2","41","43",28,"Pro","label","pro",4.67,6,1.33,1,1,-1.33,1,1.33,0,"Pro_Real"
70,50,70,25,15,0,"No","50","Bachelor's degree in college (4-year)","Male",NA,"Yes","Other:","Hispanic","Moderate, Middle of Road",NA,2,"674645888c6513df088f102a","70","40","15","30","-35","0",130,"Pro","label","pro",21.67,25,3.33,1,1,-3.33,1,3.33,0,"Pro_Real"
75,69,48,-14,-36,-40,"Yes","23","High school graduate (high school diploma or equivalent including GED)","Male",NA,"Yes","Other:","Hispanic","Moderate, Middle of Road",NA,2,"66cfb812269143794dc55575","87","72","41","0","-36","-40",276,"Pro","label","anti",46,47,1,1,1,-1,-1,-1,1,"Anti_Fake_label"
35,35,-5,-5,-10,5,"Yes","21","Some college but no degree","Male",NA,"Yes","Other:",NA,"Slightly Liberal",NA,2,"65f0f81196ccdca3d2ab5358","40","40","10","-10","-10","-10",120,"Pro","none","anti",20,12.5,-7.5,1,-1,7.5,-1,7.5,1,"Anti_Fake_none"
86,84,69,25,-17,-26,"No","23","Associate degree in college (2-year)","Male",NA,"No","Asian",NA,"Liberal",NA,1,"67e0cd596e1d123778993a07","84","82","67","23","-19","-26",255,"Pro","none","pro",42.5,42.83,0.329999999999998,1,1,-0.329999999999998,1,0.329999999999998,0,"Pro_Real"
100,92,95,90,96,98,"Yes","55","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Conservative",NA,2,"67a6257a1d4a88b9d4651f17","100","92","95","90","61","60",76,"Pro","label","anti",12.67,0.5,-12.17,1,-1,12.17,-1,12.17,1,"Anti_Fake_label"
100,100,100,-75,0,-80,"No","55","High school graduate (high school diploma or equivalent including GED)","Female",NA,"No","Other:","Biracial","Liberal","Very interesting to take part in and think about.",3,"67bf8696b3b7e7a95c9cd9bf","100","100","100","-75","0","-80",455,"Pro","label","pro",75.83,75.83,0,1,0,0,1,0,0,"Pro_Real"
60,50,-50,-90,50,-90,"No","47","Associate degree in college (2-year)","Male",NA,"Yes","Other:","White and American Indian","Liberal",NA,3,"6547eba1d8a02576605bcfb2","30","40","-80","-90","80","-50",50,"Pro","none","pro",8.33,31.67,23.34,1,1,-23.34,1,23.34,0,"Pro_Real"
100,100,100,-100,-100,-100,"No","58","Professional degree (JD, MD)","Female",NA,"No","Other:","Ashkenazi","Extremely Liberal","You got me on that last question! I think you answered your own survey, no?",1,"5d0a1045b318b6001742ea0a","100","100","100","-100","-100","-100",600,"Pro","none","anti",100,100,0,1,0,0,-1,0,1,"Anti_Fake_none"
50,50,50,50,50,50,"Yes","47","Bachelor's degree in college (4-year)","Female",NA,"No","Other:",NA,"Moderate, Middle of Road",NA,1,"67570d00f5f9e4c8142d38da","50","50","50","50","50","50",0,"Anti","label","pro",0,0,0,0,0,0,1,0,1,"Pro_Fake_label"
75,100,65,-61,-41,-100,"Yes","52","Bachelor's degree in college (4-year)","Male",NA,"No","Asian",NA,"Liberal","n/a",2,"660da9d79345562a9beca13a","75","100","65","-61","-41","-100",442,"Pro","label","anti",73.67,73.67,0,1,0,0,-1,0,1,"Anti_Fake_label"
80,100,85,-14,-76,-98,"No","57","Master's degree","Female",NA,"No","Asian",NA,"Moderate, Middle of Road",NA,3,"668566fb414e10ff4b4c70ba","80","100","85","4","-76","-98",435,"Pro","none","pro",72.5,75.5,3,1,1,-3,1,3,0,"Pro_Real"
100,100,100,-100,-100,-100,"No","24","Associate degree in college (2-year)","Female",NA,"Yes","Other:","Hispanic/Latino","Moderate, Middle of Road","I don't think the video itself is AI generated, but rather an actor reading a script.",3,"6785ca28acf7592ed65853fa","75","80","80","-100","-100","-100",535,"Pro","none","pro",89.17,100,10.83,1,1,-10.83,1,10.83,0,"Pro_Real"
100,100,100,75,20,20,"Yes","56","Some college but no degree","Female",NA,"No","American Indian or Alaska Native",NA,"Liberal","Study ran smoothly. 
Thank you for the opportunity. ",2,"5ef1a79464e5837c95df3de8","100","100","100","75","20","20",185,"Pro","none","anti",30.83,30.83,0,1,0,0,-1,0,1,"Anti_Fake_none"
100,90,100,-20,-75,-75,"No","62","Bachelor's degree in college (4-year)","Female",NA,"Yes","Other:","Mestizo","Moderate, Middle of Road","I think AI development is already in an accelerated state, judging from the complaints of the likes of Nick Clegg.  So, ""slowing"" it down with oversight is not an obstacles or deterrent.  Developers would simply have to stay ethical and not bypass artist's rights when developing the programs further. It's unfortunate that regulations are always needed because there will always exist people that want full power over other's property in order to amass wealth no matter who they hurt.",3,"67558204d75dd7351fe9d17e","100","90","100","-20","-75","-75",460,"Pro","label","pro",76.67,76.67,0,1,0,0,1,0,0,"Pro_Real"
100,100,74,50,-50,20,"Yes","62","Some college but no degree","Female",NA,"Yes","Other:","Nicaragua","Slightly Conservative",NA,1,"6510bbf9890ccc8c8f75a6d3","0","0","-100","-100","0","0",0,"Pro","label","pro",0,42.33,42.33,0,1,-42.33,1,42.33,0,"Pro_Real"
72,64,32,12,3,-8,"No","22","Some college but no degree","Male",NA,"No","Black or African American",NA,"Slightly Conservative",NA,2,"677ab659ed36352f4c58e363","72","54","20","-10","10","-6",152,"Pro","none","pro",25.33,26.83,1.5,1,1,-1.5,1,1.5,0,"Pro_Real"
75,100,52,25,2,75,"Yes","54","Bachelor's degree in college (4-year)","Male",NA,"Yes","White",NA,"Moderate, Middle of Road",NA,1,"6604601279a4678563e72e87","75","100","52","25","2","75",125,"Pro","label","anti",20.83,20.83,0,1,0,0,-1,0,1,"Anti_Fake_label"
74,86,82,-46,-46,-39,"No","23","Associate degree in college (2-year)","Male",NA,"Yes","White",NA,"Moderate, Middle of Road",NA,2,"628f9792b0d89f574e123771","73","83","80","-46","-44","-41",367,"Pro","none","pro",61.17,62.17,1,1,1,-1,1,1,0,"Pro_Real"
100,100,100,-100,-100,-95,"Yes","55","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Moderate, Middle of Road",NA,2,"65c9c7748fe29aae818fc187","74","84","78","-71","-58","31",334,"Pro","label","anti",55.67,99.17,43.5,1,1,-43.5,-1,-43.5,1,"Anti_Fake_label"
0,50,-100,80,100,100,"No","20","Less than high school degree","Female",NA,"No","White",NA,"Slightly Liberal","This was pretty fun! Thank you for the opportunity :)",1,"65cefb1a4565306b90516a56","-100","100","0","35","10","50",-95,"Anti","none","anti",-15.83,-55,-39.17,-1,-1,-39.17,-1,39.17,0,"Anti_Real"
92,100,80,-100,-65,-100,"No","56","Some college but no degree","Male",NA,"No","American Indian or Alaska Native",NA,"Slightly Conservative",NA,2,"63ff4f5e1f21cd78901be3aa","81","100","80","-100","-65","-100",526,"Pro","label","pro",87.67,89.5,1.83,1,1,-1.83,1,1.83,0,"Pro_Real"
94,66,73,-56,-55,-44,"Yes","22","Some college but no degree","Female",NA,"No","White",NA,"Slightly Liberal",NA,1,"661b0e5aa5cdd72589323aa3","90","59","39","-46","-45","-38",317,"Pro","none","anti",52.83,64.67,11.84,1,1,-11.84,-1,-11.84,1,"Anti_Fake_none"
50,50,0,0,0,50,"No","61","Master's degree","Female",NA,"No","Asian",NA,"Moderate, Middle of Road",NA,2,"664cda827353bb98801431d7","50","50","0","0","0","50",50,"Pro","label","pro",8.33,8.33,0,1,0,0,1,0,0,"Pro_Real"
60,55,60,25,-35,-40,"No","23","Bachelor's degree in college (4-year)","Male",NA,"Yes","White",NA,"Liberal",NA,3,"611b1d3794ac948af7e57e7a","32","54","69","41","-48","-55",217,"Pro","label","pro",36.17,37.5,1.33,1,1,-1.33,1,1.33,0,"Pro_Real"
28,13,-10,37,10,4,"No","24","Bachelor's degree in college (4-year)","Female",NA,"Yes","American Indian or Alaska Native",NA,"Liberal",NA,1,"610b002738dd01f26e493999","-43","2","-40","35","8","2",-126,"Anti","none","anti",-21,-3.33,17.67,-1,1,17.67,-1,-17.67,0,"Anti_Real"
100,100,70,-100,-75,50,"Yes","66","High school graduate (high school diploma or equivalent including GED)","Female",NA,"Yes","Other:",NA,"Conservative",NA,3,"66aa7dc92e864bd2d481fadd","100","100","100","-100","-100","50",450,"Pro","none","pro",75,65.83,-9.17,1,-1,9.17,1,-9.17,0,"Pro_Real"
-88,-94,-100,100,80,100,"Yes","80","Doctoral degree","Male",NA,"No","Other:","American Citizen","Extremely Liberal",NA,3,"675781241887d574ecb42ca3","-51","-50","-100","100","71","100",-472,"Anti","label","pro",-78.67,-93.67,-15,-1,-1,-15,1,-15,1,"Pro_Fake_label"
26,10,31,68,56,19,"Yes","22","Some college but no degree","Male",NA,"Yes","White",NA,"Slightly Conservative",NA,1,"677c428b0a18d643be2e9cb7","54","10","31","30","0","-38",103,"Pro","label","anti",17.17,-12.67,-29.84,1,-1,29.84,-1,29.84,1,"Anti_Fake_label"
100,100,100,-50,-100,-90,"Yes","19","High school graduate (high school diploma or equivalent including GED)","Male",NA,"Yes","White",NA,"Extremely Liberal","n/a",3,"666622e7046b0de2fab50385","100","100","100","-50","-100","-100",550,"Pro","label","pro",91.67,90,-1.67,1,-1,1.67,1,-1.67,0,"Pro_Real"
72,79,81,0,24,-15,"No","46","Master's degree","Male",NA,"Yes","White",NA,"Liberal",NA,2,"673b138dd177a7bf936e4a26","72","79","81","17","-25","-31",271,"Pro","none","anti",45.17,37.17,-8,1,-1,8,-1,8,1,"Anti_Fake_none"
-100,-100,-100,100,100,100,"Yes","21","Associate degree in college (2-year)","Male",NA,"No","Black or African American",NA,"Moderate, Middle of Road",NA,3,"63eeaf9f8433c653dedbd574","48","-100","-93","-100","-100","100",-45,"Anti","none","anti",-7.5,-100,-92.5,-1,-1,-92.5,-1,92.5,0,"Anti_Real"
100,100,100,-100,-100,-100,"Yes","24","Some college but no degree","Male",NA,"Yes","Other:","Latino","Extremely Liberal",NA,2,"66562a9e55aa080598f8d59a","100","100","100","-100","-100","-100",600,"Pro","label","anti",100,100,0,1,0,0,-1,0,1,"Anti_Fake_label"
30,32,-10,7,31,8,"Yes","59","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Moderate, Middle of Road",NA,3,"680ae8876fd217ddab7dce80","25","30","-10","5","35","5",0,"Anti","none","pro",0,1,1,0,1,-1,1,1,1,"Pro_Fake_none"
100,100,100,-51,-30,-50,"No","52","Bachelor's degree in college (4-year)","Male",NA,"Yes","White",NA,"Moderate, Middle of Road",NA,2,"66d20f6ca1e021f38fc55dd5","100","100","100","-51","52","-50",349,"Pro","label","pro",58.17,71.83,13.66,1,1,-13.66,1,13.66,0,"Pro_Real"
100,-75,-20,25,58,57,"No","62","Doctoral degree","Male",NA,"No","Black or African American",NA,"Extremely Conservative",NA,2,"680e92b3211cc13fbeb43b10","80","-64","39","47","-28","-61",97,"Pro","label","anti",16.17,-22.5,-38.67,1,-1,38.67,-1,38.67,1,"Anti_Fake_label"
39,37,23,-19,27,21,"No","55","Master's degree","Male",NA,"No","Asian",NA,"Slightly Liberal",NA,3,"668f0f5a2c9eaa731e4813b0","39","37","23","-19","27","21",70,"Pro","none","pro",11.67,11.67,0,1,0,0,1,0,0,"Pro_Real"
