"att1_1","att2_1","att3_1","concern1_1","concern2_1","concern3_1","Q94_First.Click","Q94_Last.Click","Q94_Page.Submit","Q94_Click.Count","att1P_1","att2P_1","att3P_1","concern1P_1","concern2P_1","concern3P_1","persuasive","detact","age","education","Q88","race","race_6_TEXT","politicalaffiliation","comments","Score","PROLIFIC_PID","Condition","Label","Fake","belief_org","belief_final","belief_change","Bonus","Pro","Change_in_Direction","Male"
2,-4,-7,-16,-24,-3,"28.685","28.685","374.618","1",35,49,44,-47,-48,-44,4,1,NA,NA,NA,NA,NA,NA,NA,1,"67570b014645d710f1e76680","Anti_none","0","1",-8.66666666666667,-1.83333333333333,6.83333333333333,0.1,"0",-6.83333333333333,NA
100,88,93,-100,-100,-100,"25.24","207.398","244.215","3",100,88,93,-100,-100,-100,5,1,NA,"Bachelor's degree in college (4-year)","No","Black or African American",NA,"Extremely Liberal",NA,0,"675c06db8d635dc915008738","Anti_none","0","1",-3.16666666666667,-3.16666666666667,0,0,"0",0,0
42,69,-15,-22,-56,-63,"245.874","245.874","246.743","1",24,-28,46,-9,-28,-63,5,1,41,"Some college but no degree","No","White",NA,"Extremely Liberal",NA,1,"67572030fb663851ecf23105","Pro_none","0","1",-7.5,-9.66666666666667,-2.16666666666667,0.1,"1",-2.16666666666667,1
100,100,100,100,99,99,"17.203","261.366","262.711","3",100,100,100,100,100,100,3,1,64,"Bachelor's degree in college (4-year)","No","White",NA,"Slightly Liberal",NA,1,"6771a1e6f40f232b5c3131a4","Pro_label","1","1",99.6666666666667,100,0.333333333333329,0.1,"1",0.333333333333329,0
94,100,100,95,50,57,"0","0","234.853","0",25,-12,3,-10,-10,-5,3,0,72,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Slightly Conservative","This was very interesting and thought provoking",2,"5c52c825ea00280001fce29d","Anti_none","0","1",82.6666666666667,-1.5,-84.1666666666667,0.2,"0",84.1666666666667,0
60,75,55,-15,45,25,"0","0","252.917","0",60,75,55,-15,45,25,4,0,22,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Slightly Liberal",NA,1,"66e0a8805e52844b9215d419","Pro_org","0","0",40.8333333333333,40.8333333333333,0,0.1,"1",0,1
77,85,79,-10,32,-12,"0","0","244.943","0",90,90,90,32,32,31,3,1,34,"Some college but no degree","No","White",NA,"Slightly Conservative",NA,2,"678551b9346dd1bec0884d91","Pro_none","0","1",41.8333333333333,60.8333333333333,19,0.2,"1",19,1
47,39,-12,35,-35,33,"0","0","243.764","0",47,39,-12,35,-35,33,3,1,43,"Bachelor's degree in college (4-year)","No","White",NA,"Moderate, Middle of Road","Nothing at this time.",3,"6614a42b1fd64f200107c013","Pro_label","1","1",17.8333333333333,17.8333333333333,0,0.3,"1",0,0
-100,-100,-100,-100,-100,-100,"97.757","233.455","234.2","3",-75,-76,-74,-75,-75,-75,2,1,37,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Slightly Conservative",NA,2,"66d9869a4e9051cdf5d16fa3","Anti_none","0","1",-100,-75,25,0.2,"0",-25,0
13,11,0,10,11,10,"69.829","335.336","338.401","2",51,50,55,50,43,51,4,0,45,"Some college but no degree","No","White",NA,"Moderate, Middle of Road",NA,1,"5d6920acf59886000119e73e","Pro_org","0","0",9.16666666666667,50,40.8333333333333,0.1,"1",40.8333333333333,1
51,61,63,63,66,59,"32.522","32.522","396.101","1",66,68,73,63,66,59,2,1,47,"Associate degree in college (2-year)","No","Black or African American",NA,"Liberal","n/a",3,"614df1b29f4cc7841f8f4528","Pro_label","1","1",60.5,65.8333333333333,5.33333333333333,0.3,"1",5.33333333333333,0
84,81,30,35,36,41,"240.34","241.307","242.796","2",84,81,30,35,36,41,3,1,57,"Bachelor's degree in college (4-year)","No","White",NA,"Moderate, Middle of Road","None, thank you",1,"65b1410c1261df545da74073","Pro_none","0","1",51.1666666666667,51.1666666666667,0,0.1,"1",0,1
-15,20,-25,-19,-16,-8,"0","0","233.768","0",-10,14,-15,-31,-7,-22,2,1,53,"Bachelor's degree in college (4-year)","No","White",NA,"Slightly Conservative","none",3,"6673384ec0bef93b5773e890","Pro_label","1","1",-10.5,-11.8333333333333,-1.33333333333333,0.3,"1",-1.33333333333333,1
53,75,66,65,47,72,"118.857","196.124","231.805","5",32,49,45,18,25,39,3,1,46,"Bachelor's degree in college (4-year)","No","Asian",NA,"Liberal",NA,2,"5c3a865019ceb400010c914a","Anti_none","0","1",63,34.6666666666667,-28.3333333333333,0.2,"0",28.3333333333333,1
100,83,82,56,79,79,"0","0","235.679","0",100,83,82,56,79,33,3,1,28,"Master's degree","No","White",NA,"Slightly Liberal",NA,2,"5efe29d315ba872fa20a9c3d","Pro_label","1","1",79.8333333333333,72.1666666666667,-7.66666666666666,0.2,"1",-7.66666666666666,1
53,75,83,36,48,39,"0","0","253.38","0",85,89,88,74,72,71,3,0,53,"Some college but no degree","No","White",NA,"Liberal",NA,2,"63fba62ad4d1fc9ced67eff4","Pro_org","0","0",55.6666666666667,79.8333333333333,24.1666666666667,0.2,"1",24.1666666666667,0
30,42,10,-47,10,-13,"0","0","231.099","0",21,34,5,-54,-4,-21,3,1,37,"Bachelor's degree in college (4-year)","No","White",NA,"Moderate, Middle of Road",NA,2,"5f032457e2b9844beff1a2ec","Anti_none","0","1",5.33333333333333,-3.16666666666667,-8.5,0.2,"0",8.5,1
35,38,38,31,-22,21,"245.194","245.194","245.751","1",55,58,54,5,-43,8,2,1,44,"Master's degree","Yes","White",NA,"Extremely Conservative",NA,3,"6630e55b3b999569b5a36635","Pro_label","1","1",23.5,22.8333333333333,-0.666666666666668,0.3,"1",-0.666666666666668,1
68,76,86,-14,35,45,"0","0","253.049","0",68,76,86,-14,35,45,2,0,30,"Master's degree","No","Black or African American",NA,"Moderate, Middle of Road",NA,1,"61fa94565719bc09cb834f00","Pro_org","0","0",49.3333333333333,49.3333333333333,0,0.1,"1",0,0
100,58,55,54,-55,-35,"10.001","10.001","257.02","1",100,92,51,66,-61,-32,5,0,35,"Bachelor's degree in college (4-year)","No","White",NA,"Extremely Conservative","good",3,"67723b0b1322065e317b3f88","Pro_org","0","0",29.5,36,6.5,0.3,"1",6.5,0
100,100,100,42,55,42,"0","0","254.155","0",100,100,100,62,71,69,4,0,35,"Bachelor's degree in college (4-year)","No","White",NA,"Liberal",NA,3,"671ee20bfcc97709a77fb2c2","Pro_org","0","0",73.1666666666667,83.6666666666667,10.5,0.3,"1",10.5,0
89,90,89,70,82,75,"0","0","237.043","0",17,15,11,-2,-12,-33,3,1,51,"Bachelor's degree in college (4-year)","No","White",NA,"Slightly Conservative",NA,2,"6278109181f51e9924d09793","Anti_none","0","1",82.5,-0.666666666666667,-83.1666666666667,0.2,"0",83.1666666666667,0
13,25,10,8,-28,-26,"0","0","388.022","0",65,77,71,32,2,16,3,1,28,"Associate degree in college (2-year)","No","Asian",NA,"Moderate, Middle of Road",NA,3,"666339acd27c256d27ac6077","Pro_none","0","1",0.333333333333333,43.8333333333333,43.5,0.3,"1",43.5,1
100,100,100,50,50,100,"0","0","234.323","0",100,100,65,25,50,60,3,1,42,"Some college but no degree","No","Black or African American",NA,"Slightly Conservative",NA,2,"5654171504212700054a12ad","Anti_none","0","1",83.3333333333333,66.6666666666667,-16.6666666666667,0.2,"0",16.6666666666667,0
100,100,100,54,32,51,"0","0","300.501","0",100,100,100,54,32,51,2,0,47,"Bachelor's degree in college (4-year)","No","White",NA,"Moderate, Middle of Road",NA,2,"54d2c4e2fdf99b2c319a8cf6","Pro_org","0","0",72.8333333333333,72.8333333333333,0,0.2,"1",0,1
63,-15,0,15,-17,-52,"143.36","143.36","270.465","1",70,-43,39,0,-44,-61,4,1,47,"Master's degree","No","White",NA,"Liberal",NA,3,"67505acf1947822b7100a707","Pro_label","1","1",-1,-6.5,-5.5,0.3,"1",-5.5,1
70,71,75,67,68,73,"0","0","236.52","0",70,71,75,67,68,73,1,1,28,"Some college but no degree","No","White",NA,"Moderate, Middle of Road",NA,2,"66a3ec7b903a771878c6e491","Pro_none","0","1",70.6666666666667,70.6666666666667,0,0.2,"1",0,0
45,44,44,23,19,23,"203.519","203.519","243.708","1",45,44,44,49,48,47,4,0,26,"Some college but no degree","No","Native Hawaiian or Pacific Islander",NA,"Moderate, Middle of Road",NA,2,"6730cb23008588b26f205074","Pro_org","0","0",33,46.1666666666667,13.1666666666667,0.2,"1",13.1666666666667,0
100,80,80,80,60,60,"56.434","56.434","232.408","1",85,80,80,80,60,60,1,1,46,"Some college but no degree","No","White",NA,"Extremely Liberal",NA,2,"675a42d99110f59947a4f393","Anti_none","0","1",76.6666666666667,74.1666666666667,-2.5,0.2,"0",2.5,1
71,40,25,63,-56,64,"0","0","251.726","0",100,93,80,82,77,85,4,1,NA,NA,NA,NA,NA,NA,NA,0,"67628f90c6e5e88e4bc23cfc","Anti_none","0","1",34.5,86.1666666666667,51.6666666666667,0,"0",-51.6666666666667,NA
90,90,80,-65,-70,-65,"9.22","239.82","243.104","2",90,90,90,-65,-67,-65,4,1,49,"Some college but no degree","Yes","White",NA,"Slightly Liberal",NA,3,"66bb9c7f501107c4829068b9","Pro_label","1","1",10,12.1666666666667,2.16666666666667,0.3,"1",2.16666666666667,0
50,50,29,30,45,57,"319.757","470.532","472.432","5",64,59,29,45,45,57,3,1,41,"Master's degree","No","White",NA,"Liberal",NA,2,"66d3164f54582d0bf1ba7b78","Pro_none","0","1",43.5,49.8333333333333,6.33333333333334,0.2,"1",6.33333333333334,0
2,2,-24,-31,-6,-32,"236.365","236.688","237.127","2",-18,-25,-34,-31,-6,-32,1,1,28,"Some college but no degree","No","White",NA,"Liberal",NA,1,"5c1bf2d025bab90001f233fd","Pro_none","0","1",-14.8333333333333,-24.3333333333333,-9.5,0.1,"1",-9.5,1
-5,-5,0,40,-11,0,"0","0","328.351","0",-5,0,-5,40,-9,0,2,0,51,"Master's degree","No","Black or African American",NA,"Slightly Liberal",NA,2,"60885dc6571926117732b41e","Pro_org","0","0",3.16666666666667,3.5,0.333333333333333,0.2,"1",0.333333333333333,1
70,40,30,-30,-40,-25,"162.413","162.413","238.93","1",70,40,30,-30,-40,-25,3,1,29,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Moderate, Middle of Road",NA,2,"62e750fa810b090c094dc2f0","Pro_none","0","1",7.5,7.5,0,0.2,"1",0,1
42,76,49,20,18,16,"0","0","248.471","0",63,76,49,20,18,16,3,1,48,"Bachelor's degree in college (4-year)","No","White",NA,"Conservative",NA,3,"671bdf1f387885333e5f10a2","Pro_none","0","1",36.8333333333333,40.3333333333333,3.5,0.3,"1",3.5,0
100,100,100,100,100,40,"0","0","258.705","0",100,100,100,100,100,40,3,0,29,"Less than high school degree","No","White",NA,"Slightly Conservative",NA,2,"603470186bba1c26a354c27e","Pro_org","0","0",90,90,0,0.2,"1",0,0
51,45,46,-49,-56,-48,"0","0","582.173","0",65,60,68,-63,-56,-67,4,1,32,"Bachelor's degree in college (4-year)","No","White",NA,"Conservative",NA,1,"6780e7a510a95f9bd1101313","Pro_label","1","1",-1.83333333333333,1.16666666666667,3,0.1,"1",3,1
0,25,0,-10,-5,1,"2.655","158.523","241.004","2",25,25,0,-10,-5,1,2,1,33,"Associate degree in college (2-year)","No","Black or African American",NA,"Slightly Conservative",NA,3,"6695eedc01d51b60417aecf7","Pro_label","1","1",1.83333333333333,6,4.16666666666667,0.3,"1",4.16666666666667,1
51,61,44,-41,-44,-43,"0","0","275.936","0",74,72,61,-61,-62,-63,4,1,32,"Bachelor's degree in college (4-year)","No","White",NA,"Conservative",NA,1,"6780e7d64b642a6bdd938179","Pro_none","0","1",4.66666666666667,3.5,-1.16666666666667,0.1,"1",-1.16666666666667,1
78,92,79,51,52,52,"0","0","238.917","0",78,92,79,51,52,52,2,1,75,"Master's degree","No","White",NA,"Slightly Conservative","it was distracting because the words didn't fit with the mouth movements of the speaker. Also the word with the meaning of lead was pronounced ""led"" like the metal",3,"5bc913d99427200001dd47f5","Pro_label","1","1",67.3333333333333,67.3333333333333,0,0.3,"1",0,0
82,47,35,19,-43,-32,"0","0","274.35","0",82,47,35,19,-43,-32,4,1,35,"Bachelor's degree in college (4-year)","No","Black or African American",NA,"Slightly Conservative","No Comments",1,"67671502c1b60d4820201011","Pro_org","0","0",18,18,0,0.1,"1",0,0
-47,-100,-100,-100,-100,-100,"8.8","8.8","249.665","1",-100,73,-100,-100,-100,-100,1,1,33,"Bachelor's degree in college (4-year)","No","White",NA,"Moderate, Middle of Road",NA,1,"5ef56db3126bfa1cf47c3845","Pro_label","1","1",-91.1666666666667,-71.1666666666667,20,0.1,"1",20,0
68,77,51,-60,-90,-64,"0","0","231.647","0",68,77,51,-60,-90,-64,4,1,32,"Bachelor's degree in college (4-year)","No","White",NA,"Conservative",NA,3,"6766ecabd922fb10f9cfc5cb","Pro_org","0","0",-3,-3,0,0.3,"1",0,1
50,30,-25,-25,-50,-25,"0","0","237.568","0",50,50,35,45,-50,30,3,1,57,"Some college but no degree","No","White",NA,"Conservative",NA,2,"654580dcf53f11ae40ade9fd","Pro_none","0","1",-7.5,26.6666666666667,34.1666666666667,0.2,"1",34.1666666666667,0
44,31,46,-21,-5,-16,"0","0","256.792","0",78,50,46,-21,-5,-21,2,0,22,"Bachelor's degree in college (4-year)","No","White",NA,"Slightly Liberal",NA,1,"610aad45c4b4a0723399e73b","Pro_org","0","0",13.1666666666667,21.1666666666667,8,0.1,"1",8,0
-100,-100,-100,-100,-100,-100,"0","0","239.47","0",100,100,100,100,100,100,5,0,34,"Bachelor's degree in college (4-year)","No","Black or African American",NA,"Extremely Liberal",NA,1,"5f88877885e51d02acd71b12","Pro_none","0","1",-100,100,200,0.1,"1",200,0
97,100,99,-100,-100,-95,"0","0","296.109","0",97,100,99,-100,-100,-95,5,0,35,"Master's degree","No","Asian",NA,"Conservative",NA,2,"6768c93ee44f7da6a168e863","Pro_org","0","0",0.166666666666667,0.166666666666667,0,0.2,"1",0,1
28,31,13,-37,-23,-36,"4.162","263.637","264.642","2",57,-15,51,9,-30,-41,3,0,28,"Bachelor's degree in college (4-year)","No","White",NA,"Slightly Liberal",NA,1,"6245c8c532cdc22633ecbf3f","Pro_org","0","0",-4,5.16666666666667,9.16666666666667,0.1,"1",9.16666666666667,1
100,100,100,100,-15,100,"0","0","239.224","0",100,100,100,100,-15,100,4,1,40,"Master's degree","No","White",NA,"Liberal","Thank you for undertaking this important research and for the opportunity to participate!",3,"5a0c63e15d06850001affd96","Pro_org","0","0",80.8333333333333,80.8333333333333,0,0.3,"1",0,1
87,88,100,78,88,79,"0","0","729.152","0",87,88,100,78,88,79,3,1,47,"Master's degree","No","Black or African American",NA,"Slightly Liberal",NA,3,"5e88fe6f9fb1af0009d1294a","Pro_none","0","1",86.6666666666667,86.6666666666667,0,0.3,"1",0,0
100,67,-31,-29,-9,40,"0","0","235.775","0",100,67,-31,-29,-9,40,2,1,54,"Associate degree in college (2-year)","No","White",NA,"Liberal",NA,3,"670b105e0b594302e28a41cc","Pro_none","0","1",23,23,0,0.3,"1",0,1
100,50,25,-70,-75,-50,"0","0","234.725","0",100,50,52,-55,-58,-46,4,0,30,"Master's degree","No","White",NA,"Conservative",NA,2,"678f3925ec916a4d709c84f4","Pro_org","0","0",-3.33333333333333,7.16666666666667,10.5,0.2,"1",10.5,1
50,100,-26,-20,-6,-15,"0","0","237.681","0",52,100,-26,-20,-6,-15,2,0,39,"Bachelor's degree in college (4-year)","No","White",NA,"Slightly Liberal","volume on the video would be nice",3,"677d8cf86ffe47737cb9f8b3","Pro_label","1","1",13.8333333333333,14.1666666666667,0.333333333333332,0.3,"1",0.333333333333332,1
79,79,80,-33,-34,-52,"3.527","17.215","406.847","2",38,10,-56,-83,-68,-78,4,0,30,"Bachelor's degree in college (4-year)","No","White",NA,"Conservative",NA,2,"677667579976ae4b46dc1656","Pro_org","0","0",19.8333333333333,-39.5,-59.3333333333333,0.2,"1",-59.3333333333333,0
60,35,52,35,-24,-12,"12.079","17.307","249.501","3",85,71,66,33,-24,-12,2,1,51,"Some college but no degree","No","White",NA,"Liberal",NA,2,"6730202dcb4ba16a3665fd44","Pro_label","1","1",24.3333333333333,36.5,12.1666666666667,0.2,"1",12.1666666666667,0
2,2,0,3,-4,0,"0","0","496.361","0",17,11,-9,-7,-14,-12,3,0,32,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Moderate, Middle of Road",NA,1,"668d5aa05bd0c7fe4046fc48","Pro_org","0","0",0.5,-2.33333333333333,-2.83333333333333,0.1,"1",-2.83333333333333,0
25,-19,8,7,11,6,"271.798","271.798","272.357","1",41,16,30,0,0,0,2,0,39,"Some college but no degree","Yes","Asian",NA,"Slightly Conservative",NA,0,"672aa37c77f534a8fd5882f6","Pro_org","0","0",6.33333333333333,14.5,8.16666666666667,0,"1",8.16666666666667,0
-95,-95,-97,99,98,98,"0","0","316.163","0",-93,-93,-95,-100,-100,-100,1,1,47,"Some college but no degree","No","White",NA,"Extremely Liberal",NA,1,"66f02a60ebf6440fa12ea2f3","Pro_none","0","1",1.33333333333333,-96.8333333333333,-98.1666666666667,0.1,"1",-98.1666666666667,0
45,100,35,-45,-40,-47,"0","0","247.58","0",99,100,100,18,20,32,3,1,24,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Moderate, Middle of Road",NA,1,"60d8b2566935da51a82c650d","Pro_label","1","1",8,61.5,53.5,0.1,"1",53.5,0
39,76,58,-12,63,-24,"0","0","240.072","0",39,76,58,-12,63,-24,1,1,39,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Moderate, Middle of Road",NA,3,"67367a636656111b9be49225","Pro_none","0","1",33.3333333333333,33.3333333333333,0,0.3,"1",0,0
97,100,100,100,99,100,"6.376","240.905","243.019","2",100,100,100,100,100,100,3,1,44,"High school graduate (high school diploma or equivalent including GED)","No","Black or African American",NA,"Moderate, Middle of Road",NA,3,"60cbb3a438a8a5ef8d42ee21","Pro_label","1","1",99.3333333333333,100,0.666666666666671,0.3,"1",0.666666666666671,0
50,100,100,-2,-2,-2,"0","0","241.935","0",50,100,100,-2,-2,-2,1,1,39,"Master's degree","No","Black or African American",NA,"Moderate, Middle of Road",NA,2,"6630e36ad79d4c0051a4b2ee","Pro_label","1","1",40.6666666666667,40.6666666666667,0,0.2,"1",0,0
80,90,100,80,-90,100,"0","0","254.582","0",90,90,100,80,-90,100,4,1,42,"Some college but no degree","Yes","Other:","Hispanic Or Mexican ","Extremely Conservative","Enjoyable study, the video was educational but somewhat hard to process. I hope I got the correct answers to those 3 questions. ",2,"6096ee4ed5f41e6e17598ec9","Pro_label","1","1",60,61.6666666666667,1.66666666666666,0.2,"1",1.66666666666666,1
100,99,62,30,46,36,"0","0","234.984","0",100,99,71,35,51,36,2,1,32,"Master's degree","No","Asian",NA,"Liberal",NA,3,"631615e2e62254d0d63d1ab0","Pro_none","0","1",62.1666666666667,65.3333333333333,3.16666666666666,0.3,"1",3.16666666666666,0
-57,-57,-62,-71,-70,-61,"106.053","251.371","252.57","2",24,40,36,-27,-22,4,4,1,33,"Master's degree","No","Asian",NA,"Slightly Liberal",NA,1,"677f0c71bc5e615da79057fc","Pro_org","0","0",-63,9.16666666666667,72.1666666666667,0.1,"1",72.1666666666667,1
43,18,51,-55,-21,-45,"0","0","422.291","0",45,25,48,-52,-29,-38,4,1,28,"Bachelor's degree in college (4-year)","No","Black or African American",NA,"Moderate, Middle of Road",NA,2,"6737669a6416c9d2305cff02","Pro_none","0","1",-1.5,-0.166666666666667,1.33333333333333,0.2,"1",1.33333333333333,0
100,59,92,-59,-21,-86,"185.697","185.697","280.985","1",86,75,69,-87,-74,-74,2,1,25,"Less than high school degree","No","White",NA,"Conservative",NA,1,"5b64cf6dae3bd50001a2b142","Pro_org","0","0",14.1666666666667,-0.833333333333333,-15,0.1,"1",-15,1
100,100,100,49,47,26,"0","0","331.418","0",100,100,100,49,47,26,1,1,26,"High school graduate (high school diploma or equivalent including GED)","No","White,Black or African American",NA,"Liberal",NA,2,"659af0d41796191df48305b0","Pro_label","1","1",70.3333333333333,70.3333333333333,0,0.2,"1",0,0
80,67,20,33,33,33,"0","0","243.83","0",80,80,33,33,33,50,2,1,55,"Master's degree","No","Asian",NA,"Moderate, Middle of Road",NA,3,"677d432eadba7800dd0c4da1","Pro_label","1","1",44.3333333333333,51.5,7.16666666666666,0.3,"1",7.16666666666666,1
92,71,83,47,-61,23,"0","0","291.623","0",97,89,92,65,-40,19,5,0,35,"Less than high school degree","No","White",NA,"Slightly Liberal",NA,1,"59f77d39b47dfc0001b660ea","Pro_org","0","0",42.5,53.6666666666667,11.1666666666667,0.1,"1",11.1666666666667,1
